priority_run_id,station_id,station_name,station_state,station_country,plant_count,distinct_plant_states,top_plant_states,min_distance_km,median_distance_km,max_distance_km,min_normalized_coverage_ratio,median_normalized_coverage_ratio,max_normalized_coverage_ratio,total_valid_hour_gap_to_threshold,gap_le_24h_count,gap_le_168h_count,gap_le_720h_count,gap_le_2160h_count,gap_gt_2160h_count
normalized_active_window_blocker_priority_20260625T060119Z,746940-99999,GOLDSBORO WAYNE MUNI,NC,US,14,1,NC:14,44.641,52.035,62.009,0.809441,0.809441,0.809441,17052,0,0,0,14,0
normalized_active_window_blocker_priority_20260625T060119Z,999999-03084,CENTER A 4 SSW,CO,US,14,2,CO:13;NM:1,10.259,29.239,89.971,0.833641,0.833641,0.833641,21154,0,0,0,14,0
normalized_active_window_blocker_priority_20260625T060119Z,716070-99999,ST.STEPHEN (AUT),,CA,14,1,ME:14,59.980,92.413,123.547,0.922241,0.922241,0.922241,21896,0,0,0,14,0
normalized_active_window_blocker_priority_20260625T060119Z,720331-99999,KENNETT MEM,MO,US,14,2,AR:9;MO:5,22.264,58.282,81.580,0.882595,0.882595,0.882595,22498,0,0,0,14,0
normalized_active_window_blocker_priority_20260625T060119Z,999999-04128,RILEY 10 WSW,OR,US,14,1,OR:14,9.456,133.023,147.370,0.912793,0.912793,0.912793,25956,0,0,0,14,0
normalized_active_window_blocker_priority_20260625T060119Z,999999-12987,EDINBURG 17 NNE,TX,US,14,1,TX:14,38.512,76.207,109.599,0.889392,0.889392,0.889392,40446,0,0,0,0,14
normalized_active_window_blocker_priority_20260625T060119Z,998002-99999,JACQUES COUSTEAU RESERVE,,US,14,1,NJ:14,7.570,17.075,49.277,0.865462,0.865462,0.865462,46158,0,0,0,0,14
normalized_active_window_blocker_priority_20260625T060119Z,725214-99999,LORAIN CO RGNL,OH,US,13,1,OH:13,11.144,45.483,66.992,0.949493,0.949493,0.949493,91,13,0,0,0,0
normalized_active_window_blocker_priority_20260625T060119Z,726593-99999,JACKSON MUNI,MN,US,13,2,IA:12;MN:1,57.258,67.627,78.407,0.935117,0.935117,0.935117,2522,0,0,13,0,0
normalized_active_window_blocker_priority_20260625T060119Z,999999-04140,LEWISTOWN 42 WSW,MT,US,13,1,MT:13,50.843,91.666,143.042,0.940436,0.940436,0.940436,4849,0,0,13,0,0
normalized_active_window_blocker_priority_20260625T060119Z,999999-04136,SPOKANE 17 SSW,WA,US,13,2,WA:8;ID:5,23.333,48.811,165.968,0.938946,0.938946,0.938946,5915,0,0,13,0,0
normalized_active_window_blocker_priority_20260625T060119Z,744672-99999,LOGAN CO,IL,US,13,1,IL:13,11.010,47.907,80.990,0.823869,0.823869,0.823869,14209,0,0,0,13,0
normalized_active_window_blocker_priority_20260625T060119Z,722157-99999,MACOMB MUNI,IL,US,13,2,IL:8;IA:5,5.315,49.828,77.408,0.657228,0.657228,0.657228,16536,0,0,0,13,0
normalized_active_window_blocker_priority_20260625T060119Z,720267-99999,AUBURN MUNICIPAL,CA,US,13,1,CA:13,13.357,33.852,43.905,0.645718,0.645718,0.645718,17186,0,0,0,13,0
normalized_active_window_blocker_priority_20260625T060119Z,720806-99999,PANOLA CO SHARPE FLD,TX,US,13,2,TX:8;LA:5,27.227,63.248,87.643,0.839860,0.839860,0.839860,21723,0,0,0,13,0
normalized_active_window_blocker_priority_20260625T060119Z,997735-99999,WAUKEGAN HARBOR,IL,US,13,1,IL:13,32.810,49.687,66.201,0.799385,0.799385,0.799385,76362,0,0,0,0,13
normalized_active_window_blocker_priority_20260625T060119Z,744667-99999,RAY S MILLER AAF / CAMP RIPLEY MINNESOTA USA,MN,US,13,1,MN:13,55.480,57.002,58.377,0.709322,0.709322,0.709322,94926,0,0,0,0,13
normalized_active_window_blocker_priority_20260625T060119Z,724084-99999,MONMOUTH EXECUTIVE,NJ,US,12,1,NJ:12,6.227,26.276,34.381,0.935578,0.935578,0.935578,2256,0,0,12,0,0
normalized_active_window_blocker_priority_20260625T060119Z,725103-99999,READING RGNL CARL A,PA,US,12,1,PA:12,6.659,26.129,65.616,0.915974,0.915974,0.915974,3540,0,0,12,0,0
normalized_active_window_blocker_priority_20260625T060119Z,999999-23904,BATESVILLE 8 WNW,AR,US,12,1,AR:12,8.563,55.094,74.299,0.937535,0.937535,0.937535,6480,0,0,12,0,0
normalized_active_window_blocker_priority_20260625T060119Z,999999-25381,METLAKATLA 6 S,AK,US,12,1,AK:12,5.730,36.434,92.724,0.926688,0.926688,0.926688,8496,0,0,12,0,0
normalized_active_window_blocker_priority_20260625T060119Z,720575-99999,INDIANAPOLIS EXECUTIVE,IN,US,12,1,IN:12,49.949,70.778,88.930,0.885455,0.885455,0.885455,10080,0,0,0,12,0
normalized_active_window_blocker_priority_20260625T060119Z,726409-99999,WAUKESHA CO,WI,US,12,1,WI:12,7.379,45.453,67.062,0.884763,0.884763,0.884763,10188,0,0,0,12,0
normalized_active_window_blocker_priority_20260625T060119Z,725499-99999,LAMONI MUNI AIRPORT,IA,US,12,1,IA:12,3.011,65.828,84.010,0.867620,0.867620,0.867620,12864,0,0,0,12,0
normalized_active_window_blocker_priority_20260625T060119Z,722164-99999,OKMULGEE RGNL,OK,US,12,1,OK:12,35.198,59.351,88.044,0.665976,0.665976,0.665976,14808,0,0,0,12,0
normalized_active_window_blocker_priority_20260625T060119Z,997368-99999,SABINE PASS NORTH,TX,US,12,1,TX:12,17.739,35.232,70.597,0.871735,0.871735,0.871735,26472,0,0,0,0,12
normalized_active_window_blocker_priority_20260625T060119Z,999999-04131,MOOSE 1 NNE,WY,US,12,2,ID:8;WY:4,53.714,84.942,105.124,0.902442,0.902442,0.902442,27204,0,0,0,0,12
normalized_active_window_blocker_priority_20260625T060119Z,999999-00425,MIDDLEBURY STATE AIRPORT,VT,US,12,2,NY:6;VT:6,6.392,51.811,82.824,0.862612,0.862612,0.862612,27264,0,0,0,0,12
normalized_active_window_blocker_priority_20260625T060119Z,720994-99999,ALPHA (RAYNESFORD),MT,US,12,1,MT:12,38.582,49.409,103.906,0.812873,0.812873,0.812873,46332,0,0,0,0,12
normalized_active_window_blocker_priority_20260625T060119Z,998266-99999,STURGEON POINT,,US,12,1,NY:12,63.199,75.344,90.984,0.839228,0.839228,0.839228,48948,0,0,0,0,12
normalized_active_window_blocker_priority_20260625T060119Z,723676-99999,TUCUMCARI MUNI,NM,US,11,2,NM:9;TX:2,11.916,57.288,83.962,0.871999,0.871999,0.871999,7436,0,0,11,0,0
normalized_active_window_blocker_priority_20260625T060119Z,726284-99999,SAWYER INTL,MI,US,11,2,MI:7;WI:4,75.015,78.438,88.478,0.841833,0.841833,0.841833,12881,0,0,0,11,0
normalized_active_window_blocker_priority_20260625T060119Z,720295-99999,HILLSBORO MUNI,TX,US,11,1,TX:11,11.547,51.305,69.010,0.664365,0.664365,0.664365,13651,0,0,0,11,0
normalized_active_window_blocker_priority_20260625T060119Z,723156-99999,ROWAN COUNTY ARPT,NC,US,11,1,NC:11,11.692,20.270,40.983,0.750615,0.750615,0.750615,14267,0,0,0,11,0
normalized_active_window_blocker_priority_20260625T060119Z,740001-99999,SUSSEX,NJ,US,11,1,NJ:11,14.334,35.171,43.130,0.642265,0.642265,0.642265,14707,0,0,0,11,0
normalized_active_window_blocker_priority_20260625T060119Z,724284-99999,BOLTON FLD,OH,US,11,1,OH:11,9.892,16.465,55.891,0.845787,0.845787,0.845787,14916,0,0,0,11,0
normalized_active_window_blocker_priority_20260625T060119Z,999999-63828,NEWTON 8 W,GA,US,11,2,GA:9;FL:2,38.920,50.265,76.888,0.915205,0.915205,0.915205,19899,0,0,0,11,0
normalized_active_window_blocker_priority_20260625T060119Z,999999-04126,ARCO 17 SW,ID,US,11,1,ID:11,103.519,121.796,139.478,0.912833,0.912833,0.912833,20372,0,0,0,11,0
normalized_active_window_blocker_priority_20260625T060119Z,720332-99999,HAROLD DAVIDSON FLD,SD,US,11,2,NE:8;IA:3,44.210,66.737,86.404,0.484346,0.484346,0.484346,22253,0,0,0,11,0
normalized_active_window_blocker_priority_20260625T060119Z,722224-53862,PERRY FOLEY,FL,US,11,1,FL:11,65.019,83.798,96.033,0.798015,0.798015,0.798015,28974,0,0,0,0,11
normalized_active_window_blocker_priority_20260625T060119Z,997304-99999,LEWISETTA  VA,,US,11,2,VA:9;MD:2,12.507,31.212,54.972,0.881821,0.881821,0.881821,29249,0,0,0,0,11
normalized_active_window_blocker_priority_20260625T060119Z,994028-99999,SANTA MONICA PIER,,US,11,1,CA:11,7.422,13.370,23.274,0.802590,0.802590,0.802590,63239,0,0,0,0,11
normalized_active_window_blocker_priority_20260625T060119Z,720433-99999,NORTON MUNI,KS,US,11,2,NE:10;KS:1,31.690,93.598,113.935,0.582410,0.582410,0.582410,70070,0,0,0,0,11
normalized_active_window_blocker_priority_20260625T060119Z,999999-04137,DILLON 18 WSW,MT,US,10,2,MT:6;ID:4,22.142,117.198,151.353,0.944947,0.944947,0.944947,2080,0,0,10,0,0
normalized_active_window_blocker_priority_20260625T060119Z,723114-99999,LOUISA CO FREEMAN FL,VA,US,10,1,VA:10,16.247,54.444,62.628,0.924047,0.924047,0.924047,3380,0,0,10,0,0
normalized_active_window_blocker_priority_20260625T060119Z,727575-99999,GRAND FORKS AFB,ND,US,10,2,ND:9;MN:1,53.377,78.886,99.075,0.918049,0.918049,0.918049,3470,0,0,10,0,0
normalized_active_window_blocker_priority_20260625T060119Z,999999-63898,BEDFORD 5 WNW,IN,US,10,1,IN:10,28.266,64.114,85.290,0.940500,0.940500,0.940500,3910,0,0,10,0,0
normalized_active_window_blocker_priority_20260625T060119Z,724505-99999,MC CONNELL AFB,KS,US,10,2,KS:6;OK:4,48.078,74.022,85.607,0.882928,0.882928,0.882928,7280,0,0,0,10,0
normalized_active_window_blocker_priority_20260625T060119Z,723194-99999,MONROE AIRPORT,NC,US,10,2,NC:9;SC:1,21.668,34.517,46.263,0.842942,0.842942,0.842942,11590,0,0,0,10,0
normalized_active_window_blocker_priority_20260625T060119Z,720317-99999,STAFFORD RGNL,VA,US,10,1,VA:10,3.670,37.370,39.195,0.664365,0.664365,0.664365,12410,0,0,0,10,0
normalized_active_window_blocker_priority_20260625T060119Z,723124-99999,GREENWOOD CO,SC,US,10,2,SC:7;GA:3,7.324,43.645,65.527,0.834534,0.834534,0.834534,12500,0,0,0,10,0
normalized_active_window_blocker_priority_20260625T060119Z,720343-99999,WAUPACA MUNI,WI,US,10,1,WI:10,49.139,57.386,67.485,0.655387,0.655387,0.655387,12800,0,0,0,10,0
normalized_active_window_blocker_priority_20260625T060119Z,744661-99999,EFFINGHAM CO MEM,IL,US,10,1,IL:10,26.658,42.840,83.806,0.899161,0.899161,0.899161,13220,0,0,0,10,0
normalized_active_window_blocker_priority_20260625T060119Z,722427-99999,PEARLAND RGNL,TX,US,10,1,TX:10,24.168,33.053,53.477,0.818551,0.818551,0.818551,14230,0,0,0,10,0
normalized_active_window_blocker_priority_20260625T060119Z,720705-99999,JAMES A. RHODES AIRPORT,OH,US,10,2,OH:6;WV:4,24.072,51.787,86.461,0.833927,0.833927,0.833927,17610,0,0,0,10,0
normalized_active_window_blocker_priority_20260625T060119Z,725171-99999,ALLENTOWN QUEEN CITY MUNI,PA,US,10,2,NJ:5;PA:5,33.632,43.645,77.698,0.812269,0.812269,0.812269,17920,0,0,0,10,0
normalized_active_window_blocker_priority_20260625T060119Z,720464-99999,PIKE CO HATCHER FLD,KY,US,10,4,KY:4;VA:3;WV:2;OH:1,24.025,72.334,114.027,0.875000,0.875000,0.875000,19500,0,0,0,10,0
normalized_active_window_blocker_priority_20260625T060119Z,997741-99999,KEWAUNEE,WI,US,10,2,WI:9;MI:1,27.147,53.106,74.123,0.893564,0.893564,0.893564,22010,0,0,0,0,10
normalized_active_window_blocker_priority_20260625T060119Z,999999-03055,GOODWELL 2 E,OK,US,10,4,OK:5;TX:3;CO:1;KS:1,6.925,66.499,98.596,0.900428,0.900428,0.900428,23630,0,0,0,0,10
normalized_active_window_blocker_priority_20260625T060119Z,997312-99999,TOLCHESTER BEACH,,US,10,1,MD:10,7.705,25.143,34.816,0.885949,0.885949,0.885949,24980,0,0,0,0,10
normalized_active_window_blocker_priority_20260625T060119Z,720681-99999,CALAVERAS CO MAURY RASMUSSEN FLD,CA,US,10,1,CA:10,14.604,29.796,43.818,0.806894,0.806894,0.806894,31020,0,0,0,0,10
normalized_active_window_blocker_priority_20260625T060119Z,997337-99999,CALCASIEU PASS,,US,10,1,LA:10,42.359,50.758,52.474,0.842795,0.842795,0.842795,41810,0,0,0,0,10
normalized_active_window_blocker_priority_20260625T060119Z,712810-99999,GRENADIER ISLAND  ONT,,CA,10,1,NY:10,48.970,60.971,68.198,0.691148,0.691148,0.691148,145810,0,0,0,0,10
normalized_active_window_blocker_priority_20260625T060119Z,722331-54941,IOWA FALLS MUNICIPAL AIRPORT,IA,US,10,1,IA:10,18.447,68.210,86.410,0.331778,0.331778,0.331778,254460,0,0,0,0,10
normalized_active_window_blocker_priority_20260625T060119Z,724298-99999,LIMA ALLEN CO,OH,US,9,2,OH:5;IN:4,30.784,54.364,99.547,0.944342,0.944342,0.944342,666,0,9,0,0,0
normalized_active_window_blocker_priority_20260625T060119Z,999999-53149,TORREY 7 E,UT,US,9,1,UT:9,37.460,105.703,121.120,0.946987,0.946987,0.946987,1116,0,9,0,0,0
normalized_active_window_blocker_priority_20260625T060119Z,997276-99999,CAPE MAY,,US,9,2,NJ:7;DE:2,4.724,48.700,62.873,0.934809,0.934809,0.934809,1782,0,0,9,0,0
normalized_active_window_blocker_priority_20260625T060119Z,725775-99999,EVANSTON UINTA CO BU,WY,US,9,2,WY:7;UT:2,46.209,112.617,140.604,0.909164,0.909164,0.909164,3186,0,0,9,0,0
normalized_active_window_blocker_priority_20260625T060119Z,747750-99999,TYNDALL AFB,FL,US,9,1,FL:9,13.968,41.522,52.086,0.915468,0.915468,0.915468,3375,0,0,9,0,0
normalized_active_window_blocker_priority_20260625T060119Z,999999-54933,ABERDEEN 35 WNW,SD,US,9,2,ND:5;SD:4,30.965,70.704,110.326,0.934840,0.934840,0.934840,5616,0,0,9,0,0
normalized_active_window_blocker_priority_20260625T060119Z,724756-99999,BRYCE CANYON,UT,US,9,2,UT:8;AZ:1,103.070,137.659,149.992,0.839797,0.839797,0.839797,8595,0,0,0,9,0
normalized_active_window_blocker_priority_20260625T060119Z,999999-26656,BETHEL 87 WNW,AK,US,9,1,AK:9,82.854,96.823,109.569,0.870441,0.870441,0.870441,12411,0,0,0,9,0
normalized_active_window_blocker_priority_20260625T060119Z,997286-99999,PHILADELPHIA,,US,9,2,NJ:8;PA:1,18.474,46.936,50.227,0.889308,0.889308,0.889308,21303,0,0,0,0,9
normalized_active_window_blocker_priority_20260625T060119Z,994036-99999,RICHMOND,CA,US,9,1,CA:9,15.265,21.567,34.467,0.879487,0.879487,0.879487,24750,0,0,0,0,9
normalized_active_window_blocker_priority_20260625T060119Z,997314-99999,WASHINGTON,,US,9,1,MD:9,32.518,36.641,46.896,0.845564,0.845564,0.845564,36657,0,0,0,0,9
normalized_active_window_blocker_priority_20260625T060119Z,997785-99999,MENOMINEE,MI,US,9,2,WI:8;MI:1,13.864,50.882,58.207,0.827513,0.827513,0.827513,42993,0,0,0,0,9
normalized_active_window_blocker_priority_20260625T060119Z,727883-99999,BOWERS FLD,WA,US,8,1,WA:8,8.361,48.044,67.850,0.942521,0.942521,0.942521,520,0,8,0,0,0
normalized_active_window_blocker_priority_20260625T060119Z,722037-99999,NORTH PERRY,FL,US,8,1,FL:8,7.252,11.372,32.701,0.943266,0.943266,0.943266,704,0,8,0,0,0
normalized_active_window_blocker_priority_20260625T060119Z,999999-04138,BRIGHAM CITY 28 WNW,UT,US,8,1,ID:8,116.925,124.088,135.411,0.947060,0.947060,0.947060,968,0,8,0,0,0
normalized_active_window_blocker_priority_20260625T060119Z,722347-13833,HAGLER AAF,MS,US,8,1,MS:8,4.628,26.215,90.007,0.940080,0.940080,0.940080,1032,0,8,0,0,0
normalized_active_window_blocker_priority_20260625T060119Z,703670-99999,GUSTAVUS,AK,US,8,1,AK:8,0.612,76.721,126.715,0.907725,0.907725,0.907725,3672,0,0,8,0,0
normalized_active_window_blocker_priority_20260625T060119Z,747770-99999,HURLBURT FIELD (AF),FL,US,8,1,FL:8,19.201,32.313,47.513,0.880254,0.880254,0.880254,6056,0,0,0,8,0
normalized_active_window_blocker_priority_20260625T060119Z,744656-99999,FAIRFIELD MUNI,IL,US,8,2,IL:6;IN:2,30.538,38.650,67.865,0.824100,0.824100,0.824100,8728,0,0,0,8,0
normalized_active_window_blocker_priority_20260625T060119Z,722168-99999,OLIVIA RGNL,MN,US,8,1,MN:8,28.314,38.627,51.724,0.665055,0.665055,0.665055,9904,0,0,0,8,0
normalized_active_window_blocker_priority_20260625T060119Z,720303-99999,HEARNE MUNI,TX,US,8,1,TX:8,26.093,44.458,68.975,0.664365,0.664365,0.664365,9928,0,0,0,8,0
normalized_active_window_blocker_priority_20260625T060119Z,720318-99999,GRAHAM MUNI,TX,US,8,1,TX:8,5.937,44.472,89.453,0.664365,0.664365,0.664365,9928,0,0,0,8,0
normalized_active_window_blocker_priority_20260625T060119Z,720316-99999,UECES CO,TX,US,8,1,TX:8,9.127,20.953,96.567,0.664134,0.664134,0.664134,9936,0,0,0,8,0
normalized_active_window_blocker_priority_20260625T060119Z,723126-99999,SPARTANBURG DOWNTOWN MEM,SC,US,8,1,SC:8,35.554,42.526,58.330,0.911234,0.911234,0.911234,11424,0,0,0,8,0
normalized_active_window_blocker_priority_20260625T060119Z,723758-99999,RUSK COUNTY,WI,US,8,1,WI:8,19.685,52.961,84.784,0.787232,0.787232,0.787232,14096,0,0,0,8,0
normalized_active_window_blocker_priority_20260625T060119Z,999999-53926,STILLWATER 2 W,OK,US,8,1,OK:8,45.183,75.838,86.122,0.914878,0.914878,0.914878,14608,0,0,0,8,0
normalized_active_window_blocker_priority_20260625T060119Z,723570-99999,NORMAN/MAX WESTHEIM,OK,US,8,1,OK:8,36.200,60.927,72.243,0.789514,0.789514,0.789514,16704,0,0,0,8,0
normalized_active_window_blocker_priority_20260625T060119Z,998000-99999,GUANA TOLOMATO MATANZAS,FL,US,8,1,FL:8,30.426,49.462,60.798,0.880385,0.880385,0.880385,21720,0,0,0,0,8
normalized_active_window_blocker_priority_20260625T060119Z,720129-99999,AUSTIN ARPT,NV,US,8,1,NV:8,28.022,80.866,157.201,0.779659,0.779659,0.779659,26560,0,0,0,0,8
normalized_active_window_blocker_priority_20260625T060119Z,998271-99999,VALDEZ,AK,US,8,1,AK:8,0.325,38.494,74.110,0.847458,0.847458,0.847458,30208,0,0,0,0,8
normalized_active_window_blocker_priority_20260625T060119Z,999999-04125,JOHN DAY 35 WNW,OR,US,8,1,OR:8,117.575,126.888,131.236,0.871267,0.871267,0.871267,31384,0,0,0,0,8
normalized_active_window_blocker_priority_20260625T060119Z,994975-99999,BEAUFORT  NC,,US,8,1,NC:8,47.453,50.412,62.089,0.845872,0.845872,0.845872,32488,0,0,0,0,8
normalized_active_window_blocker_priority_20260625T060119Z,998340-99999,SANTA BARBARA,CA,US,8,1,CA:8,93.008,99.463,105.318,0.731856,0.731856,0.731856,64256,0,0,0,0,8
normalized_active_window_blocker_priority_20260625T060119Z,760053-99999,GENERAL RODOLFO SANCHEZ TABOADA INTL / MEXICALI INTL,,MX,8,1,CA:8,68.755,69.280,69.766,0.708103,0.708103,0.708103,109008,0,0,0,0,8
normalized_active_window_blocker_priority_20260625T060119Z,994370-99999,MATINICUS ROCK  ME,,US,8,1,ME:8,47.786,60.818,67.297,0.544489,0.544489,0.544489,182736,0,0,0,0,8
normalized_active_window_blocker_priority_20260625T060119Z,725050-04781,LONG ISLAND MAC ARTHUR AIRPORT,NY,US,8,1,NY:8,13.847,17.927,24.820,0.317194,0.317194,0.317194,230240,0,0,0,0,8
normalized_active_window_blocker_priority_20260625T060119Z,999999-63895,RUSSELLVILLE 4 SSE,AL,US,7,2,AL:5;TN:2,34.642,43.685,84.225,0.948661,0.948661,0.948661,406,0,7,0,0,0
normalized_active_window_blocker_priority_20260625T060119Z,722517-99999,ALICE INTL,TX,US,7,1,TX:7,4.786,52.413,78.613,0.917590,0.917590,0.917590,1967,0,0,7,0,0
normalized_active_window_blocker_priority_20260625T060119Z,723146-99999,ASHE CO,NC,US,7,3,TN:4;VA:2;NC:1,53.975,64.315,89.253,0.927276,0.927276,0.927276,2072,0,0,7,0,0
normalized_active_window_blocker_priority_20260625T060119Z,999999-26563,KENAI 29 ENE,AK,US,7,1,AK:7,39.008,51.065,86.250,0.932364,0.932364,0.932364,4284,0,0,7,0,0
normalized_active_window_blocker_priority_20260625T060119Z,714300-99999,POINT PETRE (AUT)  ONT,,CA,7,1,NY:7,63.077,74.362,86.242,0.938876,0.938876,0.938876,4389,0,0,7,0,0
normalized_active_window_blocker_priority_20260625T060119Z,999999-04237,QUINAULT 4 NE,WA,US,7,1,WA:7,21.149,52.567,65.559,0.924654,0.924654,0.924654,7686,0,0,0,7,0
normalized_active_window_blocker_priority_20260625T060119Z,744653-99999,SPARTA COMMUNITY HUN,IL,US,7,1,IL:7,44.065,69.043,71.250,0.814289,0.814289,0.814289,8232,0,0,0,7,0
normalized_active_window_blocker_priority_20260625T060119Z,722091-99999,CLAREMORE RGNL,OK,US,7,2,OK:5;KS:2,20.397,28.017,88.644,0.664365,0.664365,0.664365,8687,0,0,0,7,0
normalized_active_window_blocker_priority_20260625T060119Z,720286-99999,GRANBURY MUNI,TX,US,7,1,TX:7,12.112,17.118,63.105,0.664134,0.664134,0.664134,8694,0,0,0,7,0
normalized_active_window_blocker_priority_20260625T060119Z,747355-99999,COMANCHE CO CITY,TX,US,7,1,TX:7,13.548,42.207,69.040,0.663214,0.663214,0.663214,8722,0,0,0,7,0
normalized_active_window_blocker_priority_20260625T060119Z,720342-99999,WATONGA RGNL,OK,US,7,1,OK:7,41.153,47.042,55.742,0.594383,0.594383,0.594383,10815,0,0,0,7,0
normalized_active_window_blocker_priority_20260625T060119Z,720622-99999,BOWIE MUNI,TX,US,7,1,TX:7,55.156,68.136,79.820,0.797487,0.797487,0.797487,11557,0,0,0,7,0
normalized_active_window_blocker_priority_20260625T060119Z,999999-03090,TAOS 27 NW,NM,US,7,1,NM:7,33.127,63.174,126.313,0.821473,0.821473,0.821473,11683,0,0,0,7,0
normalized_active_window_blocker_priority_20260625T060119Z,725434-99999,POCONO MOUNTAINS MUN,PA,US,7,2,PA:6;NJ:1,28.361,39.963,47.112,0.777439,0.777439,0.777439,13076,0,0,0,7,0
normalized_active_window_blocker_priority_20260625T060119Z,999999-63849,BOWLING GREEN 21 NNE,KY,US,7,2,KY:6;IN:1,38.070,78.144,89.257,0.908191,0.908191,0.908191,13951,0,0,0,7,0
normalized_active_window_blocker_priority_20260625T060119Z,998177-99999,LAKE MURRAY,SC,US,7,1,SC:7,38.886,60.836,65.354,0.877897,0.877897,0.877897,19684,0,0,0,0,7
normalized_active_window_blocker_priority_20260625T060119Z,997991-99999,HUDSON RIVER RESERVE,NY,US,7,1,NY:7,46.218,55.851,99.781,0.865256,0.865256,0.865256,23135,0,0,0,0,7
normalized_active_window_blocker_priority_20260625T060119Z,720572-99999,BOLINDER FIELD TOOELE VALLEY,UT,US,7,1,UT:7,80.772,86.587,96.108,0.807570,0.807570,0.807570,23765,0,0,0,0,7
normalized_active_window_blocker_priority_20260625T060119Z,998478-99999,PITTSBURG (SUISUN BAY),CA,US,7,1,CA:7,49.984,58.368,76.187,0.834257,0.834257,0.834257,26334,0,0,0,0,7
normalized_active_window_blocker_priority_20260625T060119Z,690190-99999,DYESS AFB/ABILENE,TX,US,7,1,TX:7,54.339,65.505,69.594,0.539915,0.539915,0.539915,31143,0,0,0,0,7
normalized_active_window_blocker_priority_20260625T060119Z,997366-99999,MALAQUITE BEACH,TX,US,7,1,TX:7,9.502,27.712,67.863,0.797996,0.797996,0.797996,32284,0,0,0,0,7
normalized_active_window_blocker_priority_20260625T060119Z,999999-53878,ASHEVILLE 13 S,NC,US,7,2,NC:5;TN:2,50.666,55.224,92.687,0.845334,0.845334,0.845334,41272,0,0,0,0,7
normalized_active_window_blocker_priority_20260625T060119Z,721014-99999,DELTA (MAX),ND,US,7,1,ND:7,15.574,34.461,86.219,0.752835,0.752835,0.752835,41874,0,0,0,0,7
normalized_active_window_blocker_priority_20260625T060119Z,994280-99999,NEWPORT  OR,,US,7,1,OR:7,61.264,69.629,75.529,0.803597,0.803597,0.803597,57729,0,0,0,0,7
normalized_active_window_blocker_priority_20260625T060119Z,720412-54943,PERRY MUNICIPAL AIRPORT,IA,US,7,1,IA:7,48.635,55.689,76.950,0.355128,0.355128,0.355128,162400,0,0,0,0,7
normalized_active_window_blocker_priority_20260625T060119Z,720643-54940,FOREST CITY MUNICIPAL AIRPORT,IA,US,7,1,IA:7,14.890,48.914,73.327,0.266134,0.266134,0.266134,176246,0,0,0,0,7
normalized_active_window_blocker_priority_20260625T060119Z,724303-99999,AKRON FULTON INTL,OH,US,6,1,OH:6,50.524,58.673,75.119,0.949100,0.949100,0.949100,48,6,0,0,0,0
normalized_active_window_blocker_priority_20260625T060119Z,999999-63896,SCOTTSBORO 2 NE,AL,US,6,2,AL:4;TN:2,6.813,46.633,61.384,0.947184,0.947184,0.947184,732,0,6,0,0,0
normalized_active_window_blocker_priority_20260625T060119Z,723754-99999,ST JOHNS INDUSTRIAL,AZ,US,6,2,AZ:5;NM:1,47.914,78.531,96.329,0.939345,0.939345,0.939345,834,0,6,0,0,0
normalized_active_window_blocker_priority_20260625T060119Z,999999-63891,CLANTON 2 NE,AL,US,6,1,AL:6,42.286,68.204,76.381,0.946623,0.946623,0.946623,834,0,6,0,0,0
normalized_active_window_blocker_priority_20260625T060119Z,722014-99999,HERNANDO CO,FL,US,6,1,FL:6,15.515,23.166,62.205,0.906750,0.906750,0.906750,3378,0,0,6,0,0
normalized_active_window_blocker_priority_20260625T060119Z,703985-99999,METLAKATLA SEAPLANE,AK,US,6,1,AK:6,95.547,106.005,106.242,0.888530,0.888530,0.888530,4800,0,0,0,6,0
normalized_active_window_blocker_priority_20260625T060119Z,747806-99999,THOMASTON UPSON CO,GA,US,6,2,GA:4;AL:2,56.448,84.283,98.704,0.812211,0.812211,0.812211,7164,0,0,0,6,0
normalized_active_window_blocker_priority_20260625T060119Z,720266-99999,WARSAW MUNICIPAL,IN,US,6,1,IN:6,36.226,60.483,74.213,0.664134,0.664134,0.664134,7452,0,0,0,6,0
normalized_active_window_blocker_priority_20260625T060119Z,722204-99999,TRI TOWNSHIP,IL,US,6,2,IA:4;IL:2,40.001,48.037,80.061,0.664134,0.664134,0.664134,7452,0,0,0,6,0
normalized_active_window_blocker_priority_20260625T060119Z,720315-99999,PERRYTON OCHILTREE,TX,US,6,1,OK:6,20.899,98.121,114.367,0.663904,0.663904,0.663904,7458,0,0,0,6,0
normalized_active_window_blocker_priority_20260625T060119Z,722033-99999,GRANITE FALLS MUNI,MN,US,6,1,MN:6,31.963,44.850,51.827,0.654696,0.654696,0.654696,7698,0,0,0,6,0
normalized_active_window_blocker_priority_20260625T060119Z,720312-99999,PELLA MUNI,IA,US,6,1,IA:6,38.567,52.224,61.837,0.640884,0.640884,0.640884,8058,0,0,0,6,0
normalized_active_window_blocker_priority_20260625T060119Z,720344-99999,CHEROKEE MUNI,IA,US,6,1,IA:6,21.268,63.120,75.217,0.318056,0.318056,0.318056,8190,0,0,0,6,0
normalized_active_window_blocker_priority_20260625T060119Z,722354-99999,HAWKINS FLD,MS,US,6,1,MS:6,56.663,62.843,86.139,0.791320,0.791320,0.791320,8250,0,0,0,6,0
